trade_id,user_id,token_id,trade_date,quantity,price
13215,971,73,2025-04-11,2,50.97
13216,1473,97,2025-04-30,10,49.81
13217,1045,17,2025-01-16,3,44.62
13218,1106,38,2025-12-06,5,46.03
13219,163,9,2025-07-02,7,3.83
13220,1741,65,2025-11-03,7,17.71
13221,1627,5,2025-04-10,6,25.71
13222,486,67,2025-09-24,6,31.49
13223,504,64,2025-12-20,10,26.76
13224,255,41,2025-12-02,8,44.36
13225,484,22,2025-04-21,10,30.15
13226,184,71,2025-06-02,1,35.84
13227,1687,47,2025-09-27,3,48.38
13228,1484,3,2025-05-06,2,21.45
13229,870,56,2025-11-06,3,18.01
13230,210,3,2025-05-09,2,23.04
13231,1490,94,2025-09-06,8,45.36
13232,1284,9,2025-04-02,6,1.1
13233,155,48,2025-02-13,2,9.84
13234,67,75,2025-10-24,2,16.2
13235,1391,87,2025-03-10,2,31.46
13236,1966,19,2025-08-26,5,24.13
13237,695,19,2025-05-22,2,20.99
13238,1913,96,2025-03-04,3,5.42
13239,1850,11,2025-05-11,2,51.91
13240,1540,5,2025-05-31,3,19.44
13241,1802,11,2025-09-11,2,43.84
13242,41,63,2025-11-08,9,8.64
13243,1521,22,2025-11-16,7,21.54
13244,1920,92,2025-12-17,10,37.52
13245,997,41,2025-06-28,10,56.48
13246,1331,21,2025-09-21,10,46.16
13247,142,77,2025-03-06,6,50.96
13248,371,8,2025-10-28,10,22.67
13249,1361,21,2025-04-03,4,44.61
13250,708,22,2025-04-21,2,20.47
13251,383,43,2025-03-17,1,22.57
13252,1644,83,2025-06-12,2,46.65
13253,1950,65,2025-05-08,7,19.32
13254,1479,83,2025-06-18,4,45.42
13255,1093,84,2025-01-18,5,40.67
13256,235,29,2025-06-12,6,28.48
13257,550,46,2025-10-30,8,8.55
13258,247,94,2025-05-31,5,48.2
13259,60,41,2025-03-27,8,50.53
13260,1928,86,2025-05-29,1,40.6
13261,1733,14,2025-02-09,9,33.82
13262,789,21,2025-02-09,7,47.16
13263,1257,61,2025-03-23,10,26.67
13264,1382,80,2025-12-11,2,34.29
13265,198,43,2025-05-24,2,20.44
13266,1000,64,2025-05-06,6,9.46
13267,1698,88,2025-04-28,4,42.55
13268,899,75,2025-03-19,6,22.92
13269,912,91,2025-12-01,7,41.28
13270,1250,62,2025-03-24,10,26.86
13271,1384,9,2025-04-24,3,1.4
13272,1068,77,2025-08-21,9,44.65
13273,888,60,2025-04-11,4,38.13
13274,870,85,2025-08-25,1,39.38
13275,1494,57,2025-12-16,10,47.54
13276,1035,84,2025-12-03,6,29.43
13277,375,53,2025-02-08,7,1.83
13278,1850,84,2025-02-19,1,43.26
13279,1902,89,2025-10-03,2,39.29
13280,490,13,2025-01-14,4,20.97
13281,1281,91,2025-09-16,2,32.82
13282,71,41,2025-09-19,8,52.3
13283,883,60,2025-09-21,4,46.3
13284,1449,14,2025-09-22,4,31.8
13285,440,43,2025-06-28,5,24.66
13286,1851,67,2025-02-24,9,35.02
13287,762,52,2025-11-29,9,30.16
13288,1624,35,2025-08-18,4,40.88
13289,942,97,2025-09-23,3,42.13
13290,1876,77,2025-06-06,6,45.79
13291,1201,61,2025-05-24,5,36.93
13292,514,94,2025-11-20,1,37.1
13293,441,57,2025-10-09,9,38.2
13294,24,16,2025-07-07,2,45.9
13295,950,72,2025-01-28,10,17.57
13296,1662,53,2025-08-31,2,4.86
13297,1506,64,2025-08-16,3,22.34
13298,218,4,2025-07-27,7,7.29
13299,1933,66,2025-09-11,6,13.92
13300,18,35,2025-01-06,9,40.97
13301,1107,46,2025-08-15,10,18.93
13302,1037,77,2025-07-17,4,44.39
13303,351,38,2025-07-23,4,44.59
13304,43,88,2025-09-10,5,56.44
13305,1681,46,2025-06-06,10,12.32
13306,393,31,2025-12-03,10,12.49
13307,1509,85,2025-09-08,7,50.34
13308,1022,51,2025-08-29,8,29.33
13309,1930,35,2025-12-27,1,48.39
13310,1037,51,2025-05-01,7,27.33
13311,1265,24,2025-03-27,9,19.67
13312,1494,3,2025-12-14,9,16.75
13313,253,68,2025-02-09,4,33.77
13314,997,45,2025-12-08,4,45.83
13315,1785,15,2025-01-16,9,9.16
13316,1218,59,2025-05-08,6,50.18
13317,308,16,2025-07-06,5,40.71
13318,1067,78,2025-08-19,1,15.41
13319,794,59,2025-07-24,7,39.78
13320,1691,10,2025-01-12,2,8.32
13321,198,24,2025-07-22,4,12.69
13322,603,70,2025-06-25,5,14.07
13323,491,100,2025-08-05,7,39.19
13324,1539,11,2025-05-26,8,52.41
13325,537,32,2025-03-08,6,16.28
13326,1319,55,2025-02-16,9,22.42
13327,1135,99,2025-12-01,1,29.18
13328,1458,82,2025-09-08,4,44.43
13329,916,19,2025-08-25,9,21.18
13330,1365,99,2025-03-29,1,23.15
13331,1327,95,2025-04-02,1,38.51
13332,750,96,2025-12-29,8,2.93
13333,305,23,2025-04-30,6,37.6
13334,1090,87,2025-12-28,5,36.26
13335,539,59,2025-10-01,7,37.76
13336,1953,12,2025-01-30,2,16.8
13337,1263,86,2025-11-11,8,44.27
13338,141,50,2025-05-24,7,34.87
13339,40,84,2025-02-27,10,40.27
13340,191,4,2025-08-22,7,10.52
13341,1034,10,2025-04-25,10,15.84
13342,1612,45,2025-01-05,8,35.8
13343,1274,93,2025-11-15,6,11.45
13344,1286,24,2025-11-12,10,1.0
13345,61,19,2025-04-06,3,21.55
13346,1633,60,2025-06-01,10,45.69
13347,1080,98,2025-11-24,1,18.62
13348,1142,73,2025-03-18,3,39.15
13349,315,25,2025-03-05,1,51.91
13350,1858,73,2025-05-19,10,48.53
13351,1537,77,2025-06-10,4,42.17
13352,32,51,2025-08-09,10,20.26
13353,1959,46,2025-05-18,7,13.17
13354,1557,54,2025-09-09,6,48.3
13355,1062,68,2025-12-12,2,22.57
13356,1859,14,2025-01-27,2,34.31
13357,337,50,2025-09-13,7,23.38
13358,630,60,2025-02-07,5,28.58
13359,1815,70,2025-10-28,1,20.05
13360,1961,42,2025-11-12,10,12.81
13361,577,17,2025-10-10,10,48.38
13362,3,58,2025-03-15,5,52.29
13363,840,83,2025-10-15,5,39.11
13364,1078,51,2025-01-26,6,31.26
13365,1550,15,2025-04-20,7,17.65
13366,75,75,2025-01-31,10,31.46
13367,1672,30,2025-08-22,5,29.68
13368,1845,69,2025-12-11,7,14.18
13369,484,59,2025-07-09,6,42.32
13370,1259,26,2025-10-03,9,10.44
13371,41,80,2025-12-12,8,30.14
13372,1403,97,2025-05-18,6,43.19
13373,599,5,2025-01-18,7,14.95
13374,382,62,2025-08-09,8,23.11
13375,896,57,2025-06-08,9,47.23
13376,1646,92,2025-12-31,8,36.84
13377,763,90,2025-07-31,9,34.78
13378,1447,77,2025-12-31,2,40.31
13379,1963,38,2025-01-07,6,56.21
13380,1239,25,2025-07-06,8,55.91
13381,246,75,2025-04-01,10,20.44
13382,372,51,2025-12-27,5,29.02
13383,1656,66,2025-04-11,6,20.94
13384,1027,74,2025-12-25,10,30.29
13385,1318,30,2025-06-29,4,27.86
13386,700,65,2025-05-19,10,16.08
13387,1194,33,2025-08-25,5,11.51
13388,214,48,2025-01-26,9,12.52
13389,1163,71,2025-01-31,5,37.13
13390,57,98,2025-02-18,4,19.32
13391,1919,21,2025-10-02,10,44.08
13392,1127,78,2025-08-12,5,15.52
13393,1385,22,2025-01-14,9,25.49
13394,1356,47,2025-01-06,4,46.87
13395,1532,78,2025-06-02,4,13.42
13396,1761,3,2025-05-28,8,23.01
13397,1089,89,2025-04-18,2,35.53
13398,635,51,2025-05-02,1,28.01
13399,539,87,2025-12-25,4,28.88
13400,24,73,2025-02-25,3,46.83
13401,1193,96,2025-08-11,9,5.46
13402,1547,25,2025-06-18,2,50.45
13403,1153,18,2025-12-18,8,4.52
13404,509,35,2025-06-23,3,38.48
13405,717,4,2025-09-05,3,7.54
13406,569,86,2025-10-10,8,43.53
13407,1977,24,2025-08-10,4,9.17
13408,1195,31,2025-06-09,6,7.71
13409,482,89,2025-07-12,7,50.03
13410,42,41,2025-01-24,7,42.95
13411,1719,37,2025-10-10,1,8.51
13412,1360,52,2025-08-09,5,22.24
13413,866,22,2025-07-31,3,16.04
13414,1256,80,2025-05-29,8,30.95
13415,311,47,2025-11-05,4,42.58
13416,1301,42,2025-05-12,5,19.14
13417,1448,70,2025-07-31,2,16.91
13418,1429,64,2025-05-22,5,22.63
13419,1314,73,2025-06-19,9,38.55
13420,1662,72,2025-03-01,2,15.93
13421,1321,70,2025-08-04,10,19.55
13422,1336,65,2025-06-20,1,15.54
13423,1709,83,2025-02-04,8,41.07
13424,301,42,2025-01-04,4,13.55
13425,1789,18,2025-06-07,3,7.29
13426,1001,84,2025-11-18,5,38.49
13427,838,6,2025-10-13,4,22.09
13428,659,55,2025-09-07,6,16.0
13429,355,33,2025-09-16,3,13.52
13430,45,90,2025-09-28,9,43.1
13431,1734,56,2025-10-07,6,15.49
13432,1924,81,2025-10-31,6,17.38
13433,1620,53,2025-02-09,2,1.0
13434,312,17,2025-11-11,1,42.11
13435,1103,36,2025-02-19,9,24.25
13436,1135,77,2025-06-11,10,28.34
13437,185,5,2025-12-16,6,22.22
13438,1662,58,2025-08-09,10,45.92
13439,491,85,2025-12-22,4,42.18
13440,1159,47,2025-08-17,10,37.17
13441,137,31,2025-09-05,2,14.64
13442,1708,57,2025-04-02,7,51.95
13443,405,16,2025-11-12,9,45.52
13444,476,38,2025-05-14,2,53.44
13445,884,51,2025-04-03,10,27.65
13446,182,82,2025-07-09,10,48.33
13447,354,78,2025-02-25,7,20.66
13448,321,5,2025-08-10,10,22.72
13449,529,22,2025-12-01,10,26.07
13450,1258,41,2025-05-02,7,52.98
13451,743,86,2025-09-29,9,31.19
13452,1501,44,2025-05-07,2,32.02
13453,340,23,2025-08-05,1,34.69
13454,698,78,2025-02-22,7,10.43
13455,1950,15,2025-09-16,10,12.17
13456,630,14,2025-10-08,10,35.31
13457,42,96,2025-01-26,4,2.18
13458,1692,46,2025-08-30,1,8.47
13459,1537,47,2025-03-07,5,43.07
13460,1685,41,2025-06-21,7,54.82
13461,92,86,2025-04-16,10,39.24
13462,1025,20,2025-04-29,6,41.68
13463,10,7,2025-09-22,1,14.67
13464,1646,82,2025-05-21,9,32.43
13465,1471,30,2025-08-12,5,28.78
13466,1958,64,2025-06-29,6,28.05
13467,133,30,2025-02-22,5,33.15
13468,28,76,2025-04-11,9,27.31
13469,1854,31,2025-08-17,4,9.12
13470,1127,35,2025-03-22,2,40.19
13471,814,69,2025-09-25,3,12.8
13472,583,47,2025-03-11,9,42.48
13473,69,19,2025-06-14,3,25.24
13474,1834,24,2025-12-02,3,18.23
13475,313,60,2025-11-30,7,37.73
13476,1774,84,2025-07-29,8,33.53
13477,870,15,2025-03-15,8,22.99
13478,461,90,2025-08-12,6,34.63
13479,401,75,2025-02-25,3,20.29
13480,599,17,2025-05-09,7,37.04
13481,485,86,2025-09-22,4,39.34
13482,302,39,2025-02-24,5,46.56
13483,1798,28,2025-02-17,1,29.75
13484,1242,52,2025-01-25,3,32.46
13485,71,98,2025-05-24,8,7.12
13486,707,64,2025-11-07,5,12.76
13487,319,74,2025-08-14,5,28.81
13488,24,74,2025-02-04,1,28.02
13489,1669,59,2025-07-12,4,46.39
13490,1256,38,2025-12-13,3,45.25
13491,1195,48,2025-11-21,10,11.2
13492,1658,2,2025-01-16,10,40.2
13493,1926,29,2025-12-22,9,39.95
13494,810,58,2025-10-20,6,48.06
13495,950,40,2025-07-26,5,48.87
13496,1182,40,2025-06-07,5,45.14
13497,1087,12,2025-06-18,10,16.53
13498,988,100,2025-05-08,10,43.3
13499,1647,55,2025-05-03,1,21.49
13500,538,46,2025-03-15,10,15.48
13501,60,7,2025-12-09,6,17.42
13502,1888,84,2025-04-30,8,37.62
13503,685,98,2025-03-31,1,15.27
13504,1941,30,2025-02-05,4,36.17
13505,817,83,2025-06-01,3,45.82
13506,1178,31,2025-10-01,6,15.7
13507,846,81,2025-04-03,1,10.48
13508,463,78,2025-08-17,8,21.43
13509,1060,7,2025-07-20,10,19.61
13510,167,36,2025-09-13,4,24.31
13511,1018,21,2025-08-02,9,54.28
13512,1489,2,2025-05-30,7,37.71
13513,1152,40,2025-04-19,2,57.25
13514,714,78,2025-12-09,9,11.85
13515,770,74,2025-02-27,1,29.38
13516,1089,66,2025-10-22,10,12.7
13517,1738,83,2025-04-30,8,31.34
13518,358,46,2025-01-29,9,10.92
13519,705,88,2025-11-30,1,35.38
13520,147,90,2025-11-19,5,34.8
13521,928,73,2025-07-25,7,43.47
13522,399,42,2025-07-07,9,18.42
13523,929,74,2025-05-20,5,19.74
13524,853,1,2025-03-01,9,28.5
13525,1026,27,2025-07-18,7,47.91
13526,1217,94,2025-01-29,1,49.78
13527,1185,42,2025-03-26,1,10.67
13528,865,79,2025-06-02,3,28.85
13529,1247,97,2025-10-16,5,36.07
13530,1419,64,2025-06-27,2,16.92
13531,1728,47,2025-08-11,6,44.1
13532,529,40,2025-11-22,1,54.13
13533,656,87,2025-09-26,2,34.06
13534,1169,32,2025-06-07,10,16.09
13535,210,94,2025-06-01,2,37.02
13536,379,34,2025-06-10,6,14.29
13537,1433,45,2025-10-24,2,39.66
13538,709,47,2025-01-27,3,34.47
13539,192,27,2025-09-15,10,46.4
13540,843,89,2025-07-17,10,39.97
13541,589,52,2025-04-11,9,16.43
13542,1632,49,2025-02-20,7,21.75
13543,857,14,2025-04-20,4,37.35
13544,1336,89,2025-06-07,7,39.97
13545,522,93,2025-12-01,5,10.08
13546,1071,50,2025-08-28,8,20.55
13547,178,77,2025-09-04,4,44.78
13548,1653,98,2025-06-08,1,10.39
13549,1222,54,2025-07-23,8,44.65
13550,975,7,2025-07-19,6,23.77
13551,470,74,2025-01-12,9,31.09
13552,206,66,2025-06-25,6,26.3
13553,542,72,2025-11-28,8,9.2
13554,796,45,2025-10-26,3,32.86
13555,1045,58,2025-11-24,8,47.06
13556,326,30,2025-01-13,9,30.15
13557,1353,86,2025-02-18,3,49.11
13558,1659,4,2025-01-16,9,2.63
13559,1727,88,2025-02-12,6,42.71
13560,1593,28,2025-10-25,7,42.28
13561,604,61,2025-12-20,8,33.29
13562,1643,32,2025-09-25,3,17.6
13563,1937,58,2025-07-05,7,50.47
13564,1198,98,2025-09-11,2,15.58
13565,722,91,2025-12-30,9,28.79
13566,886,100,2025-06-12,2,34.43
13567,1736,51,2025-07-19,2,31.78
13568,709,4,2025-10-27,1,2.31
13569,1966,61,2025-10-28,1,33.14
13570,241,47,2025-07-19,6,42.97
13571,556,64,2025-05-22,9,32.3
13572,971,28,2025-04-08,1,36.24
13573,441,1,2025-01-18,2,27.09
13574,512,12,2025-04-19,7,30.07
13575,1871,64,2025-06-04,3,18.56
13576,1397,28,2025-02-01,3,33.4
13577,606,27,2025-07-07,2,59.55
13578,1526,42,2025-10-07,10,12.43
13579,137,17,2025-12-13,8,45.97
13580,649,9,2025-06-12,9,11.71
13581,1297,3,2025-09-16,10,8.35
13582,616,56,2025-02-05,4,12.38
13583,1968,41,2025-08-18,8,50.5
13584,1149,78,2025-09-23,8,22.3
13585,445,3,2025-01-27,1,11.97
13586,485,68,2025-03-10,2,21.73
13587,1662,25,2025-04-10,3,47.22
13588,1001,13,2025-04-14,8,21.8
13589,157,99,2025-12-02,6,26.0
13590,437,15,2025-07-30,4,23.91
13591,988,60,2025-07-11,8,48.41
13592,902,47,2025-08-17,5,46.01
13593,981,31,2025-03-10,5,10.36
13594,527,58,2025-02-16,5,45.96
13595,605,96,2025-08-26,5,7.37
13596,998,36,2025-05-10,2,17.6
13597,330,67,2025-08-23,4,40.44
13598,1629,49,2025-09-02,6,18.67
13599,759,91,2025-10-08,5,35.52
13600,1450,41,2025-07-17,10,54.9
13601,227,100,2026-01-01,2,33.94
13602,1915,89,2025-02-24,7,41.05
13603,1119,38,2025-06-17,2,45.13
13604,1324,20,2025-02-10,7,39.86
13605,1170,55,2025-04-01,3,19.61
13606,667,99,2025-03-08,7,26.16
13607,1509,54,2025-07-16,9,46.93
13608,1171,91,2025-02-21,2,32.94
13609,1381,88,2025-07-29,9,44.22
13610,1683,37,2025-06-02,8,8.28
13611,1189,56,2025-04-10,7,5.2
13612,1132,29,2025-01-11,6,26.14
13613,866,98,2025-03-17,4,10.41
13614,60,96,2025-04-15,1,6.72
13615,432,83,2025-11-08,6,40.94
13616,1037,80,2025-01-21,4,33.84
13617,1219,25,2025-01-31,6,48.52
13618,897,88,2025-08-19,1,45.48
13619,1430,87,2025-12-19,4,36.16
13620,1991,80,2025-09-11,5,39.58
13621,725,68,2025-03-01,8,27.71
13622,910,68,2025-12-14,6,39.01
13623,930,100,2025-04-12,5,40.22
13624,1031,50,2025-03-08,7,28.09
13625,149,73,2025-12-16,6,38.8
13626,580,56,2025-03-13,7,3.62
13627,508,13,2025-10-20,5,17.33
13628,820,9,2025-01-08,6,2.49
13629,1048,59,2025-12-09,5,45.77
13630,1293,78,2025-09-24,1,18.02
13631,1061,80,2025-05-04,8,31.39
13632,1786,62,2025-04-13,3,36.2
13633,1600,79,2025-07-29,9,35.07
13634,1286,58,2025-03-30,4,58.4
13635,575,55,2025-06-09,2,11.07
13636,1593,83,2025-08-26,2,40.13
13637,891,87,2025-06-11,8,34.18
13638,444,35,2025-09-27,9,44.76
13639,1094,73,2025-10-16,10,32.1
13640,1072,28,2025-11-14,8,27.01
13641,494,50,2025-02-01,4,28.62
13642,305,70,2025-07-31,1,22.67
13643,817,63,2025-08-28,3,10.04
13644,915,32,2025-01-15,2,6.18
13645,289,28,2025-09-10,4,28.24
13646,1350,80,2025-05-30,1,38.82
13647,273,13,2025-09-09,6,19.18
13648,830,11,2025-01-17,10,44.74
13649,850,53,2025-05-19,5,16.51
13650,285,8,2025-11-28,4,20.57
13651,165,44,2025-01-25,10,45.49
13652,1825,30,2025-02-26,2,23.32
13653,674,7,2025-12-03,10,10.7
13654,444,2,2025-08-29,5,38.86
13655,1862,40,2025-01-17,10,48.43
13656,1997,86,2025-05-14,2,45.85
13657,1002,66,2025-11-07,6,24.08
13658,760,86,2025-09-02,9,35.36
13659,1727,100,2025-01-17,9,42.76
13660,1550,91,2025-05-06,9,27.36
13661,275,11,2025-05-03,9,53.73
13662,1574,2,2025-01-03,10,35.82
13663,88,4,2025-03-28,10,5.9
13664,916,25,2025-02-11,8,46.55
13665,1525,37,2025-11-09,1,1.0
13666,68,52,2025-09-24,4,31.3
13667,133,97,2025-08-14,10,38.3
13668,310,83,2025-12-07,6,44.81
13669,1495,63,2025-09-04,7,12.11
13670,1138,1,2025-02-02,4,32.4
13671,333,5,2025-04-16,8,22.79
13672,53,65,2025-01-28,9,24.37
13673,702,19,2025-05-18,1,30.79
13674,587,94,2025-09-28,8,41.5
13675,1116,6,2025-12-04,10,10.49
13676,1314,38,2025-03-13,4,49.61
13677,1310,23,2025-11-25,1,25.49
13678,1867,31,2025-08-19,2,27.65
13679,1358,61,2025-06-15,4,41.77
13680,632,14,2025-12-03,7,46.4
13681,1494,41,2025-07-14,3,50.08
13682,1383,58,2025-03-14,7,50.75
13683,1659,13,2025-07-31,7,19.99
13684,1136,98,2025-07-18,6,15.21
13685,902,85,2025-08-14,4,37.2
13686,980,76,2025-10-31,3,18.94
13687,925,93,2025-01-12,8,8.19
13688,1603,19,2025-04-04,4,16.51
13689,756,63,2025-11-20,10,16.3
13690,1100,57,2025-07-20,6,54.07
13691,518,19,2025-09-22,2,16.78
13692,163,32,2025-03-10,1,19.4
13693,1921,10,2025-02-20,3,10.56
13694,1047,100,2025-03-07,10,30.61
13695,587,72,2025-09-03,9,6.48
13696,1460,44,2025-12-13,1,36.22
13697,417,40,2025-10-15,9,50.49
13698,215,86,2025-11-13,6,37.89
13699,240,51,2025-09-14,1,31.19
13700,1808,14,2025-06-28,10,32.15
13701,27,71,2025-08-24,7,38.12
13702,1164,89,2025-06-23,2,35.31
13703,538,84,2025-06-14,6,31.95
13704,54,20,2025-08-23,6,43.49
13705,1199,10,2025-07-25,6,15.98
13706,738,79,2025-01-26,7,33.43
13707,275,62,2025-03-21,3,24.58
13708,1195,22,2025-02-23,9,28.95
13709,728,47,2025-03-13,1,40.99
13710,1014,1,2025-05-30,1,16.88
13711,965,16,2025-10-20,6,58.91
13712,852,63,2025-11-21,1,7.15
13713,1182,93,2025-04-08,7,10.25
13714,1591,14,2025-10-16,8,36.38
13715,607,74,2025-05-27,1,35.93
13716,1598,68,2025-02-07,2,18.91
13717,1915,20,2025-04-07,10,45.94
13718,139,94,2025-09-13,9,55.08
13719,1349,90,2025-01-14,2,36.25
13720,1675,14,2025-07-31,5,29.4
13721,1450,26,2025-01-23,5,12.34
13722,55,40,2025-02-28,3,47.78
13723,1519,39,2025-08-30,9,51.42
13724,612,81,2025-07-24,3,15.32
13725,908,86,2025-04-05,10,48.16
13726,1094,32,2025-03-17,6,5.76
13727,3,27,2025-12-05,1,40.2
13728,735,85,2025-09-07,2,40.87
13729,706,13,2025-03-08,4,29.48
13730,1428,39,2025-11-17,4,45.11
13731,592,93,2025-05-29,4,13.59
13732,1628,5,2025-03-08,3,22.35
13733,545,25,2025-11-13,2,55.15
13734,351,77,2025-02-13,5,39.06
13735,1860,22,2025-04-23,2,29.47
13736,467,17,2025-01-05,2,36.24
13737,204,23,2025-09-05,10,42.52
13738,472,12,2025-08-26,3,20.25
13739,63,49,2025-04-03,3,10.66
13740,1374,85,2025-07-22,7,46.03
13741,1233,59,2025-09-26,9,44.2
13742,1888,92,2025-11-21,3,40.5
13743,1813,78,2025-05-01,10,21.79
13744,466,80,2025-11-04,3,25.01
13745,1935,74,2025-08-31,10,35.35
13746,213,73,2025-02-28,1,47.77
13747,1486,59,2025-08-24,1,50.59
13748,1971,88,2025-06-15,10,40.03
13749,414,90,2025-07-09,3,37.69
13750,636,51,2025-06-19,9,32.67
13751,192,75,2025-05-09,5,32.27
13752,256,18,2025-04-16,3,14.82
13753,1197,68,2025-04-03,1,28.28
13754,1907,51,2025-04-24,4,24.09
13755,338,51,2025-05-22,1,40.58
13756,591,76,2025-03-01,9,34.44
13757,681,43,2025-12-26,4,19.79
13758,672,52,2025-01-10,4,33.13
13759,578,58,2025-05-13,6,40.44
13760,924,39,2025-10-19,2,50.05
13761,189,72,2025-07-23,6,1.07
13762,867,79,2025-10-06,3,34.41
13763,1498,62,2025-02-02,8,31.01
13764,192,74,2025-08-16,4,32.47
13765,1459,90,2025-05-22,4,36.14
13766,1354,3,2025-11-28,7,18.91
13767,1822,97,2025-02-21,10,42.02
13768,1391,27,2025-12-26,7,47.26
13769,1352,69,2025-08-25,3,9.08
13770,1016,52,2025-05-19,7,30.15
13771,1276,33,2025-01-26,6,6.49
13772,1931,39,2025-04-11,4,40.93
13773,1647,89,2025-04-23,6,37.61
13774,1556,89,2025-03-26,5,35.14
13775,1794,46,2025-02-10,5,11.15
13776,863,22,2025-07-10,9,24.41
13777,1206,97,2025-05-21,3,37.84
13778,1862,86,2025-04-08,4,41.56
13779,733,78,2025-09-30,2,19.12
13780,1819,72,2025-07-15,7,8.46
13781,1951,96,2025-12-08,1,8.29
13782,1016,70,2025-12-02,10,14.01
13783,737,39,2025-02-12,5,39.62
13784,1167,31,2025-10-11,9,8.39
13785,1868,14,2025-12-17,3,48.57
13786,1599,73,2025-04-08,5,37.65
13787,1468,89,2025-03-02,9,33.8
13788,259,8,2025-01-11,3,18.1
13789,754,83,2025-02-07,1,42.68
13790,1851,78,2025-04-25,9,23.25
13791,1547,24,2025-04-28,8,10.31
13792,1805,82,2025-11-30,6,45.73
13793,641,31,2025-12-01,8,15.69
13794,806,78,2025-06-29,5,19.09
13795,547,27,2025-04-22,9,48.65
13796,722,21,2025-06-14,7,52.79
13797,1186,89,2025-01-14,2,36.28
13798,918,55,2025-05-15,10,16.87
13799,1200,73,2025-01-10,9,48.64
13800,1741,2,2025-02-23,5,43.0
13801,882,27,2025-06-01,5,55.34
13802,349,9,2025-06-29,3,1.0
13803,1454,55,2025-07-02,7,21.48
13804,159,37,2025-09-11,2,10.61
13805,141,37,2025-06-30,4,3.17
13806,1112,40,2025-01-12,3,48.01
13807,447,66,2025-02-24,7,21.95
13808,1290,86,2025-06-11,8,39.88
13809,1656,76,2025-08-12,6,33.87
13810,1689,99,2025-05-12,6,24.44
13811,680,76,2025-07-16,6,26.3
13812,1380,3,2025-04-13,2,15.03
13813,1112,90,2025-06-21,2,37.11
13814,1382,8,2025-02-09,8,11.53
13815,1607,38,2025-08-29,3,44.21
13816,716,58,2025-10-02,1,47.32
13817,651,46,2025-03-23,4,15.94
13818,291,39,2025-09-20,1,47.99
13819,312,68,2025-03-02,5,23.0
13820,1608,4,2025-03-09,6,13.23
13821,152,91,2025-02-21,1,28.66
13822,555,40,2025-04-04,5,38.7
13823,1335,84,2025-04-03,7,32.79
13824,1195,89,2025-01-08,4,42.0
13825,1169,27,2025-05-24,1,50.7
13826,1617,68,2025-01-14,2,27.3
13827,1890,12,2025-05-19,8,22.17
13828,435,21,2025-10-01,2,45.56
13829,1092,98,2025-01-09,3,11.34
13830,1585,56,2025-04-28,3,5.49
13831,1063,70,2025-08-09,6,13.17
13832,1763,94,2025-10-26,1,43.56
13833,552,74,2025-01-02,1,20.52
13834,1317,13,2025-08-25,9,18.1
13835,1998,59,2025-04-15,1,45.85
13836,1245,22,2025-08-14,3,26.08
13837,1898,71,2025-06-05,10,34.21
13838,1881,54,2025-01-09,2,39.93
13839,1049,50,2025-03-17,5,37.04
13840,1770,19,2025-10-25,7,19.6
13841,358,95,2025-10-05,5,45.49
13842,1330,90,2025-11-04,3,33.17
13843,1504,99,2025-10-02,5,20.26
13844,1784,73,2025-10-29,3,45.59
13845,1656,71,2025-10-29,3,28.9
13846,669,7,2025-03-09,6,18.3
13847,1038,23,2025-04-14,7,38.55
13848,1690,58,2025-04-26,8,56.81
13849,14,21,2025-12-02,6,46.86
13850,432,66,2025-02-03,5,16.9
13851,428,73,2025-08-28,8,54.36
13852,247,12,2025-08-26,8,29.92
13853,1452,77,2025-07-22,7,39.02
13854,945,4,2025-10-11,6,6.88
13855,760,34,2025-06-12,1,18.17
13856,422,67,2025-10-21,9,32.49
13857,1661,63,2025-01-10,1,14.35
13858,717,56,2025-07-08,4,12.5
13859,408,97,2025-12-23,10,44.75
13860,937,97,2025-11-25,3,40.88
13861,63,6,2025-11-26,5,14.78
13862,790,2,2025-03-03,3,45.5
13863,151,31,2025-11-25,7,14.15
13864,537,85,2025-12-31,10,41.23
13865,1315,84,2025-04-18,6,34.23
13866,965,21,2025-12-19,6,48.48
13867,1831,14,2025-09-06,6,30.43
13868,1100,91,2025-01-23,4,30.02
13869,1086,66,2025-06-09,10,13.6
13870,1044,29,2025-04-24,7,36.58
13871,611,40,2025-09-01,6,42.32
13872,67,6,2025-01-05,10,9.15
13873,1125,52,2025-10-26,3,21.26
13874,1177,59,2025-08-27,6,36.45
13875,1011,83,2025-10-24,9,47.69
13876,1229,70,2025-11-03,4,14.99
13877,361,75,2025-02-05,4,29.14
13878,1696,76,2025-08-20,10,34.34
13879,445,3,2025-11-15,6,16.02
13880,391,70,2025-01-13,3,14.54
13881,1507,9,2025-12-31,7,12.11
13882,1491,27,2025-07-21,7,48.15
13883,86,22,2025-08-29,3,33.03
13884,617,86,2025-09-06,7,47.13
13885,207,72,2025-03-23,8,5.34
13886,1741,77,2025-07-27,3,39.62
13887,421,22,2025-08-17,7,22.39
13888,880,50,2025-06-23,1,35.25
13889,906,82,2025-10-05,5,42.51
13890,1474,66,2025-10-16,9,12.7
13891,272,15,2025-04-24,4,16.42
13892,808,30,2025-08-24,5,27.58
13893,201,47,2025-02-04,3,43.18
13894,1522,83,2025-01-26,7,50.33
13895,485,55,2025-12-26,4,21.52
