identity_check_id,issuer_id,provider,status,level,alias_confidence,opted_in,initiated_at,completed_at,failure_reason,raw_response
1781da8e-4118-4576-b906-b3a167b1b0d1,0f901e41-9b49-40c3-8695-15025e322285,Persona,PASSED,basic,92.04,True,2025-11-26,2025-11-27,,
3084d1b3-6444-4e21-b289-1daaa94a2f34,867e0a22-70fe-45e7-a3b2-05f73baed6a2,Persona,PASSED,basic,78.56,True,2025-07-28,2025-03-15,,
0998e04d-1956-4d32-aa1a-1d7e0f4f79fd,aaf3987e-31ae-481f-82c8-066a07f44e8a,Persona,PASSED,basic,88.27,True,2025-01-15,2025-05-21,,
ac972e9b-3839-40d7-a17c-9d99618b8101,b1284aa2-4917-4f9b-a514-1345b8c0e93d,Persona,PASSED,basic,94.31,True,2025-07-02,2025-02-06,,
05aea5f1-3401-4701-95db-f81668e931f5,6b2161b8-5999-499d-ae14-87525c2d8d0e,Persona,PASSED,basic,82.18,True,2025-05-08,2025-06-05,,
99a1423d-5d29-48bd-9547-df0dd7067326,55503d73-250e-47fe-8317-723d8be27c2e,Persona,PASSED,basic,73.49,True,2025-03-21,2025-03-18,,
79eea783-75a3-4764-a1c6-8c1d24f92b86,96d8587d-9efa-4b64-82d2-7b213c88513d,Persona,PASSED,basic,98.06,True,2025-08-03,2025-03-02,,
44d91cc8-34ae-4e1b-8db5-91d66552f84e,d64271b4-d415-44e9-b406-97fa05fe2abc,Persona,PASSED,basic,86.83,True,2025-12-31,2025-06-02,,
54fbbfdf-298f-4d5e-9042-ab705a59d7a3,fac59d64-f260-4cea-9b1a-718a2600c534,Persona,PASSED,basic,80.85,True,2025-09-14,2025-11-03,,
aa179b0d-4a8f-4051-8267-61b762f9dd4a,641c8f32-596b-4150-a773-b06f0d4e2bd1,Persona,PASSED,basic,78.71,True,2025-04-20,2025-05-16,,
2c642839-6ac4-4e3e-9dc5-23945275e386,050cc7ba-900b-4745-bd8d-b18fb7ad3213,Persona,PASSED,basic,86.77,True,2025-01-11,2025-12-10,,
1fad79e5-1f54-41d7-b907-d86bffa658d1,e2f74e98-e6eb-452d-96b8-6093a951a767,Persona,PASSED,basic,95.49,True,2025-06-28,2025-05-05,,
1d3fdb61-8241-4438-bbc3-dbf706b77ad0,7bb3ebee-ea45-451c-a1bd-cc4d2a3fc00d,Persona,PASSED,basic,96.39,True,2025-05-01,2025-12-27,,
58449a99-1c22-4afd-9e18-09650a84d482,945fe954-05e3-4e63-8a99-517b6f5580b2,Persona,PASSED,basic,89.25,True,2025-02-16,2025-11-23,,
5f690861-fdb8-4273-ad2f-260870f70f84,c9440fb9-1be1-454e-b698-dda14def8fdc,Persona,PASSED,basic,73.84,True,2025-10-24,2025-12-16,,
f77581f6-f928-4129-8645-44fa0cd14be8,ae5c636b-3d33-41d1-95eb-ad6caa510dce,Persona,PASSED,basic,75.12,True,2025-06-30,2025-11-17,,
e82a6788-dc0d-4a5c-9582-795d61e9e934,d6b57b90-b030-47e6-b1e5-0183a35b7253,Persona,PASSED,basic,83.09,True,2025-07-15,2025-11-16,,
53afcd9f-6628-4b3d-b4d3-0ae482677f7a,022b666c-688e-4739-ada5-470f670e0372,Persona,PASSED,basic,81.81,True,2025-03-11,2025-01-16,,
5e1ec238-d797-46ba-8556-f4ea6d6519b6,839dfd11-37e5-43ab-a4c0-ce8c19c6921e,Persona,PASSED,basic,70.7,True,2025-06-16,2025-10-23,,
7aab0dfe-af48-4072-843f-4ca0e8f3720c,edb29271-f6ab-42e3-9746-935e5aba32ab,Persona,PASSED,basic,96.76,True,2025-04-28,2025-10-06,,
bf4848db-7d3b-4f97-bbbf-480b19f53425,de0271ea-4e42-4501-90d5-1700689f1ec5,Persona,PASSED,basic,91.72,True,2025-07-17,2025-07-30,,
2e3718b3-06b5-4aae-8120-4b67a767375b,aff4b541-1404-4dac-b0f2-74101f3e2f62,Persona,PASSED,basic,77.32,True,2025-07-30,2025-06-12,,
01446f07-ff33-4d70-9b4c-d9bc0ccd7b97,7a896a64-2b20-40ee-b56d-1e24bc0f78b8,Persona,PASSED,basic,73.96,True,2025-03-03,2025-02-18,,
d2cdbbc8-7511-42aa-8913-158fc13c07ea,739d338d-53f4-459a-ac90-b3fb55613ba7,Persona,PENDING,basic,84.86,True,2025-09-30,2025-05-25,check_failed,
5a3bd36b-2fda-449c-b375-3adabd0bc996,06df318b-273a-463d-aeda-1a04e1710b49,Persona,FAILED,basic,86.83,True,2025-07-05,2025-07-27,check_failed,
0bdee0b4-c8d6-42c7-99cd-3e64db570a64,cd8304f3-9626-4789-8e1e-79f075a39e12,Persona,PENDING,basic,90.32,True,2025-04-11,2025-07-19,check_failed,
5361aad3-6dbb-4ae1-ac7c-e4f9f8315c2f,a131c901-08c4-40e5-a2c5-e750eafaec7c,Persona,PENDING,basic,95.75,True,2025-05-03,2025-10-05,check_failed,
2d2a4cbb-8494-4ebe-b96e-2b73da85e61e,f60cda2a-8470-4f63-b712-933b3d62f008,Persona,PENDING,basic,78.03,True,2025-07-27,2025-08-06,check_failed,
8b7dd9ee-3695-4d7f-bfe6-afbe93f9682f,a8e0627b-1317-4269-a362-f7ab2189132c,Persona,PENDING,basic,74.97,True,2025-10-04,2025-09-27,check_failed,
58f8c68c-b810-494b-838b-472923e54577,cc0ad695-19e2-4a39-abe8-ade28ca793be,Persona,PENDING,basic,71.61,True,2025-08-20,2025-01-23,check_failed,
de1356d1-fc39-480e-a179-9e67196084ef,0897b7ec-e83d-4c40-8bf0-9461e5053577,Persona,FAILED,basic,82.74,True,2025-06-08,2025-05-13,check_failed,
b930b40e-0ac8-41be-b9c1-7d021f202fce,9a4e0641-6198-475b-996f-3ecfb141b106,Persona,PENDING,basic,76.33,True,2025-04-22,2025-03-21,check_failed,
c1a4b25a-36e2-416e-ae0e-fb132170e966,c6e19fa1-1f2f-4188-89ea-5f881869a5cd,Persona,FAILED,basic,92.78,True,2025-01-04,2025-07-02,check_failed,
c0c56d21-6d16-4cb3-bfae-b43800afbddd,39d2f5ef-d194-4a0d-9408-6e4fd23bbaad,Persona,FAILED,basic,80.18,True,2025-09-28,2025-11-08,check_failed,
913b9975-a363-4850-80ac-bee68fc19f59,516fea06-760a-43dc-9b19-dd20d3480732,Persona,FAILED,basic,74.26,True,2025-05-04,2025-11-29,check_failed,
8d08a636-ca04-4592-accc-3fade7ae6365,ff1bfd1e-33e6-44e1-a673-dd5c4c0f7130,Persona,PENDING,basic,74.1,True,2025-09-02,2025-03-08,check_failed,
36ba0b8e-4883-48a9-81f3-345282cb5c0f,5d109710-5615-4603-8429-894e50db5720,Persona,FAILED,basic,82.79,True,2025-06-19,2025-12-26,check_failed,
f460ddfd-af59-40ba-a6fb-b0efbb389afa,7baba446-182e-4330-b731-4ae5a9017711,Persona,FAILED,basic,93.79,True,2025-05-01,2025-09-13,check_failed,
15492310-265d-43ec-937c-6b8dc5bcd78e,842429d2-e28f-4aaa-903e-609a67c47ad0,Persona,PENDING,basic,87.19,True,2025-03-08,2025-10-12,check_failed,
498f9a55-0e78-44cb-992a-4735897ce39a,a70280eb-7431-4382-ae24-4cc0da999b8e,Persona,PENDING,basic,96.46,True,2025-12-20,2025-11-03,check_failed,
eddeefe2-2755-47bc-9f1a-f1f3d5295309,e8f3d425-a23c-4e2e-acca-875b904269cd,Persona,PENDING,basic,90.54,True,2025-01-16,2025-07-08,check_failed,
88b19c99-abb0-426e-a540-670106ef5817,83d89115-ccc8-4bc7-b2e8-ef000c5fe5d6,Persona,PENDING,basic,93.52,True,2025-02-22,2025-03-06,check_failed,
0f77be22-dfdd-4b31-9d86-5307edd44aed,445e540e-2d0f-43e7-aa24-2ffeedb065cf,Persona,FAILED,basic,92.36,True,2025-12-31,2025-06-05,check_failed,
