transaction_id,token_id,buyer_id,seller_id,quantity,starting_price,ending_price,total_amount_usdc,transaction_type,swap_api_reference,original_currency,status,reversal_reason,timestamp,on_chain_tx_hash,merkle_proof_hash
4475,10,6f6b9cd3-5a6f-4ed9-b513-28ff6dc03d4b,9f6578ec-1783-44c7-8ca7-0f2d1de60334,3,1.261257,1.261303,3.78384,primary,,USD,completed,,2025-01-22,,
4476,10,40af94b8-3a0f-41a9-9d88-bdd17545506c,9f6578ec-1783-44c7-8ca7-0f2d1de60334,36,1.261326,1.262131,45.422226,primary,,USD,completed,,2025-06-24,,
4477,10,112b711e-c10b-4d35-9719-12438560b742,9f6578ec-1783-44c7-8ca7-0f2d1de60334,50,1.262154,1.263281,63.135875,primary,,USD,completed,,2025-01-15,,
4478,10,ed844937-a6fa-440c-8f50-f9c0ab2f7567,9f6578ec-1783-44c7-8ca7-0f2d1de60334,39,1.263304,1.264178,49.285899,primary,,USD,completed,,2025-06-06,,
4479,10,39a235ab-c5a0-4a0a-9067-39cbe8531e75,9f6578ec-1783-44c7-8ca7-0f2d1de60334,22,1.264201,1.264684,27.817735,primary,,USD,completed,,2025-05-04,,
4480,10,f353e2ad-f35d-4705-a73f-bd64dbe9744c,9f6578ec-1783-44c7-8ca7-0f2d1de60334,39,1.264707,1.265581,49.340616,primary,,USD,completed,,2025-02-17,,
4481,10,1adfba88-b9de-46c6-a92c-0797d4d5804d,9f6578ec-1783-44c7-8ca7-0f2d1de60334,28,1.265604,1.266225,35.445606,primary,,USD,completed,,2025-08-25,,
4482,10,2a3af7a5-969d-426e-97b9-4d67e66d3255,9f6578ec-1783-44c7-8ca7-0f2d1de60334,32,1.266248,1.266961,40.531344,primary,,USD,completed,,2025-05-21,,
4483,10,54ec7327-5170-427a-a4e9-1c9002ca0e4e,9f6578ec-1783-44c7-8ca7-0f2d1de60334,50,1.266984,1.268111,63.377375,primary,,USD,completed,,2025-06-09,,
4484,10,d638baf8-d716-4ad3-83f5-57c417f173b8,9f6578ec-1783-44c7-8ca7-0f2d1de60334,7,1.268134,1.268272,8.877421,primary,,USD,completed,,2025-09-06,,
4485,10,025f422c-1e07-42ba-aca0-f6ec1770aea7,9f6578ec-1783-44c7-8ca7-0f2d1de60334,26,1.268295,1.26887,32.983145,primary,,USD,completed,,2025-07-17,,
4486,10,04e45f10-8976-4b3f-8ceb-097e573d8cde,9f6578ec-1783-44c7-8ca7-0f2d1de60334,4,1.268893,1.268962,5.07571,primary,,USD,completed,,2025-10-12,,
4487,10,8df89ccc-5048-432e-bbf2-7fbdcdc82420,9f6578ec-1783-44c7-8ca7-0f2d1de60334,17,1.268985,1.269353,21.575873,primary,,USD,completed,,2025-02-25,,
4488,10,79ce57ca-9743-4fcc-a3c7-cad00c7c3d55,9f6578ec-1783-44c7-8ca7-0f2d1de60334,49,1.269376,1.27048,62.226472,primary,,USD,completed,,2025-12-15,,
4489,10,b44b5337-ab42-4c89-89d5-4f41fc71f12b,9f6578ec-1783-44c7-8ca7-0f2d1de60334,15,1.270503,1.270825,19.05996,primary,,USD,completed,,2025-06-27,,
4490,10,4f588372-bd1e-4532-a0b2-4bb5b5e18131,9f6578ec-1783-44c7-8ca7-0f2d1de60334,18,1.270848,1.271239,22.878783,primary,,USD,completed,,2025-10-27,,
4491,10,14e29ff7-5a18-4af4-8f49-6611f0ff8862,9f6578ec-1783-44c7-8ca7-0f2d1de60334,15,1.271262,1.271584,19.071345,primary,,USD,completed,,2025-07-29,,
4492,10,99a0a515-0600-4766-ba62-d5d4f39f2f52,9f6578ec-1783-44c7-8ca7-0f2d1de60334,5,1.271607,1.271699,6.358265,primary,,USD,completed,,2025-01-03,,
4493,10,8c7f6cde-3079-4bfa-b68b-2e2b5e343135,9f6578ec-1783-44c7-8ca7-0f2d1de60334,44,1.271722,1.272711,55.977526,primary,,USD,completed,,2025-05-18,,
4494,10,0a077dfa-6d54-4046-9d7a-2a1d2baf7663,9f6578ec-1783-44c7-8ca7-0f2d1de60334,46,1.272734,1.273769,58.569569,primary,,USD,completed,,2025-08-13,,
4495,10,a70e5ad9-8d04-4358-acaf-dd82616d1998,9f6578ec-1783-44c7-8ca7-0f2d1de60334,3,1.273792,1.273838,3.821445,primary,,USD,completed,,2025-04-28,,
4496,10,aaea49ca-70cc-469a-9b8b-7f73ca77987b,9f6578ec-1783-44c7-8ca7-0f2d1de60334,45,1.273861,1.274873,57.346515,primary,,USD,completed,,2025-03-28,,
4497,10,796c8bf8-9595-4928-8634-77232f3a6638,9f6578ec-1783-44c7-8ca7-0f2d1de60334,44,1.274896,1.275885,56.117182,primary,,USD,completed,,2025-11-16,,
4498,10,bc22f235-df60-4940-b424-1394f4d69dc0,9f6578ec-1783-44c7-8ca7-0f2d1de60334,26,1.275908,1.276483,33.181083,primary,,USD,completed,,2025-08-12,,
4499,10,cfb775f6-fe1f-4c82-bb4b-2a11f4ae8d11,9f6578ec-1783-44c7-8ca7-0f2d1de60334,40,1.276506,1.277403,51.07818,primary,,USD,completed,,2025-05-23,,
4500,10,61579c84-d2c4-44ce-8dbe-e13432b1fee4,9f6578ec-1783-44c7-8ca7-0f2d1de60334,19,1.277426,1.27784,24.275027,primary,,USD,completed,,2025-06-14,,
4501,10,22b528eb-9671-425e-ad78-a276cb20b990,9f6578ec-1783-44c7-8ca7-0f2d1de60334,2,1.277863,1.277886,2.555749,primary,,USD,completed,,2025-10-25,,
4502,10,da89fa18-82b6-4e7c-9182-081aa4d685eb,9f6578ec-1783-44c7-8ca7-0f2d1de60334,38,1.277909,1.27876,48.576711,primary,,USD,completed,,2025-12-21,,
4503,10,97eb01a4-ffec-4884-be53-5533a43d9276,9f6578ec-1783-44c7-8ca7-0f2d1de60334,17,1.278783,1.279151,21.742439,primary,,USD,completed,,2025-01-03,,
4504,10,880fe733-9819-4e77-b5d8-2a7c50ccae32,9f6578ec-1783-44c7-8ca7-0f2d1de60334,7,1.279174,1.279312,8.954701,primary,,USD,completed,,2025-07-23,,
4505,10,ef2d7b27-9d29-4c96-84b4-3f88c215e86a,9f6578ec-1783-44c7-8ca7-0f2d1de60334,42,1.279335,1.280278,53.751873,primary,,USD,completed,,2025-02-15,,
4506,10,965c9b77-ea38-4bd1-8eef-dbb3ffae4448,9f6578ec-1783-44c7-8ca7-0f2d1de60334,46,1.280301,1.281336,58.917651,primary,,USD,completed,,2025-11-27,,
4507,10,060cd509-c3c8-4954-81e5-f1cdbd9568e9,9f6578ec-1783-44c7-8ca7-0f2d1de60334,30,1.281359,1.282026,38.450775,primary,,USD,completed,,2025-02-22,,
4508,10,33d3aa1e-8593-4518-b60d-23a07bf564cb,9f6578ec-1783-44c7-8ca7-0f2d1de60334,11,1.282049,1.282279,14.103804,primary,,USD,completed,,2025-03-31,,
4509,10,bfb41dbb-d59b-41be-9cf5-a23dadbe7bb1,9f6578ec-1783-44c7-8ca7-0f2d1de60334,28,1.282302,1.282923,35.91315,primary,,USD,completed,,2025-11-26,,
4510,10,645c9d37-cdd5-49d5-a5fb-ba0c04c319d6,9f6578ec-1783-44c7-8ca7-0f2d1de60334,24,1.282946,1.283475,30.797052,primary,,USD,completed,,2025-02-20,,
4511,10,6baf12fd-2e85-480c-a11d-acc7803328dd,9f6578ec-1783-44c7-8ca7-0f2d1de60334,13,1.283498,1.283774,16.687268,primary,,USD,completed,,2025-01-20,,
4512,10,0265fac6-e152-4b66-ab02-d2feaf3c1215,9f6578ec-1783-44c7-8ca7-0f2d1de60334,47,1.283797,1.284855,60.363322,primary,,USD,completed,,2025-07-31,,
4513,10,f78fa6ec-5684-4293-8081-7c0a812af6da,9f6578ec-1783-44c7-8ca7-0f2d1de60334,18,1.284878,1.285269,23.131323,primary,,USD,completed,,2025-08-09,,
4514,10,ece9f08b-274a-4596-9ba2-4a1021c43d0c,9f6578ec-1783-44c7-8ca7-0f2d1de60334,23,1.285292,1.285798,29.567535,primary,,USD,completed,,2025-05-14,,
4515,10,b53c6026-0856-43bc-ba84-b3c43dc172e1,9f6578ec-1783-44c7-8ca7-0f2d1de60334,50,1.285821,1.286948,64.319225,primary,,USD,completed,,2025-08-31,,
4516,10,17edd342-a8da-4fd6-bc20-591179c50eb5,9f6578ec-1783-44c7-8ca7-0f2d1de60334,14,1.286971,1.28727,18.019687,primary,,USD,completed,,2025-03-23,,
4517,10,57617127-933a-4efa-acb7-49d67e1bce37,9f6578ec-1783-44c7-8ca7-0f2d1de60334,30,1.287293,1.28796,38.628795,primary,,USD,completed,,2025-05-14,,
4518,10,d4c3641d-060a-4aa7-96a5-1710ceadcd73,9f6578ec-1783-44c7-8ca7-0f2d1de60334,42,1.287983,1.288926,54.115089,primary,,USD,completed,,2025-07-05,,
4519,10,32c74982-6b14-4339-b1ef-cdab4763678d,9f6578ec-1783-44c7-8ca7-0f2d1de60334,48,1.288949,1.29003,61.895496,primary,,USD,completed,,2026-01-01,,
4520,10,33c15d30-a8c9-48f0-bc37-55e611828459,9f6578ec-1783-44c7-8ca7-0f2d1de60334,11,1.290053,1.290283,14.191848,primary,,USD,completed,,2025-01-15,,
4521,10,d4b9cd2d-2808-4c97-a61a-0150058f0e50,9f6578ec-1783-44c7-8ca7-0f2d1de60334,49,1.290306,1.29141,63.252042,primary,,USD,completed,,2025-02-28,,
4522,10,e6826e6e-4342-470d-a8ae-62086790fedd,9f6578ec-1783-44c7-8ca7-0f2d1de60334,9,1.291433,1.291617,11.623725,primary,,USD,completed,,2025-08-09,,
4523,10,399ae548-aa88-41f0-8c6b-d8ab5ebcf751,9f6578ec-1783-44c7-8ca7-0f2d1de60334,29,1.29164,1.292284,37.466898,primary,,USD,completed,,2025-02-08,,
4524,10,a79506d5-4b9f-456d-b1f3-45333dbd7aea,9f6578ec-1783-44c7-8ca7-0f2d1de60334,24,1.292307,1.292836,31.021716,primary,,USD,completed,,2025-04-30,,
4525,10,5ba1ff83-3ad4-44f5-ad7e-d7f23abdc8ee,9f6578ec-1783-44c7-8ca7-0f2d1de60334,40,1.292859,1.293756,51.7323,primary,,USD,completed,,2025-07-08,,
4526,10,9e2cce23-6b48-4485-9044-7ddfb2885bfc,9f6578ec-1783-44c7-8ca7-0f2d1de60334,35,1.293779,1.294561,45.29595,primary,,USD,completed,,2025-11-13,,
4527,10,0f7a23b1-3e4e-4706-94ea-0ea3e69c3ae3,9f6578ec-1783-44c7-8ca7-0f2d1de60334,29,1.294584,1.295228,37.552274,primary,,USD,completed,,2025-08-31,,
4528,10,8feb6917-827c-45d8-acad-d7397d9c9e31,9f6578ec-1783-44c7-8ca7-0f2d1de60334,30,1.295251,1.295918,38.867535,primary,,USD,completed,,2025-04-26,,
4529,10,afb20b55-2c52-468a-9592-82b8b6057be5,9f6578ec-1783-44c7-8ca7-0f2d1de60334,24,1.295941,1.29647,31.108932,primary,,USD,completed,,2025-05-02,,
4530,10,99a8f0f8-b696-4300-bebb-6d901b2a06cb,9f6578ec-1783-44c7-8ca7-0f2d1de60334,32,1.296493,1.297206,41.499184,primary,,USD,completed,,2025-02-22,,
4531,10,e7102a50-af6c-4f00-bd9f-cd4a6b36f9ee,9f6578ec-1783-44c7-8ca7-0f2d1de60334,50,1.297229,1.298356,64.889625,primary,,USD,completed,,2025-02-12,,
4532,10,659aea12-1658-401b-ada5-4ea35c3e183d,9f6578ec-1783-44c7-8ca7-0f2d1de60334,45,1.298379,1.299391,58.449825,primary,,USD,completed,,2025-09-07,,
4533,10,cf8bdd1c-8099-4acf-91f3-3e36986e9f77,9f6578ec-1783-44c7-8ca7-0f2d1de60334,38,1.299414,1.300265,49.393901,primary,,USD,completed,,2025-05-24,,
4534,10,7568855f-e206-4ca3-bb45-957115aa7e66,9f6578ec-1783-44c7-8ca7-0f2d1de60334,15,1.300288,1.30061,19.506735,primary,,USD,completed,,2025-06-27,,
4535,10,499b3e92-f87b-46ac-8fbd-66528332fcde,9f6578ec-1783-44c7-8ca7-0f2d1de60334,43,1.300633,1.301599,55.947988,primary,,USD,completed,,2025-02-10,,
4536,10,b7c2f758-6fab-4711-aa25-da8c7e362a8e,9f6578ec-1783-44c7-8ca7-0f2d1de60334,21,1.301622,1.302082,27.338892,primary,,USD,completed,,2025-02-21,,
4537,10,c7200299-9683-4c4f-ab7f-34cec28aac6f,9f6578ec-1783-44c7-8ca7-0f2d1de60334,34,1.302105,1.302864,44.284473,primary,,USD,completed,,2025-02-19,,
4538,10,0569b9ba-957f-455c-ab16-188c546eaa2b,9f6578ec-1783-44c7-8ca7-0f2d1de60334,20,1.302887,1.303324,26.06211,primary,,USD,completed,,2025-11-10,,
4539,10,5c237c68-3789-4bce-b556-df6a42de39e0,9f6578ec-1783-44c7-8ca7-0f2d1de60334,46,1.303347,1.304382,59.977767,primary,,USD,completed,,2025-05-11,,
4540,10,151c392f-9e1b-4d7e-9b09-4638284d0f48,9f6578ec-1783-44c7-8ca7-0f2d1de60334,29,1.304405,1.305049,37.837083,primary,,USD,completed,,2025-11-10,,
4541,10,3730dd3b-632f-4fdf-9fb5-9327c42c42ff,9f6578ec-1783-44c7-8ca7-0f2d1de60334,21,1.305072,1.305532,27.411342,primary,,USD,completed,,2025-02-02,,
4542,10,ecaa1068-6f2b-4c1b-abc7-018d1950504f,9f6578ec-1783-44c7-8ca7-0f2d1de60334,15,1.305555,1.305877,19.58574,primary,,USD,completed,,2025-01-07,,
4543,10,7f0c5f23-756c-4f5d-8f91-053c5a16a33a,9f6578ec-1783-44c7-8ca7-0f2d1de60334,20,1.3059,1.306337,26.12237,primary,,USD,completed,,2025-01-22,,
4544,10,e6d3e0cd-e7b0-4062-82d9-3c9ec018e6b4,9f6578ec-1783-44c7-8ca7-0f2d1de60334,8,1.30636,1.306521,10.451524,primary,,USD,completed,,2025-03-21,,
4545,10,48937b3d-8ac0-4491-ada0-a2fc94b4c737,9f6578ec-1783-44c7-8ca7-0f2d1de60334,39,1.306544,1.307418,50.972259,primary,,USD,completed,,2025-12-03,,
4546,10,adf7f001-828e-41ef-99c2-8bc0e6c6ed99,9f6578ec-1783-44c7-8ca7-0f2d1de60334,32,1.307441,1.308154,41.84952,primary,,USD,completed,,2025-06-02,,
4547,10,9ff9efd5-3a46-4594-b664-3e91c5ea8703,9f6578ec-1783-44c7-8ca7-0f2d1de60334,46,1.308177,1.309212,60.199947,primary,,USD,completed,,2025-01-25,,
4548,10,231171bf-cdf1-44b5-8044-d8cb6b9e8276,9f6578ec-1783-44c7-8ca7-0f2d1de60334,9,1.309235,1.309419,11.783943,primary,,USD,completed,,2025-08-19,,
4549,10,e637c189-7847-45c8-9293-22d2337bc3f6,9f6578ec-1783-44c7-8ca7-0f2d1de60334,37,1.309442,1.31027,48.464672,primary,,USD,completed,,2025-09-28,,
4550,10,06340577-0b8a-4889-8f44-79151feecb97,9f6578ec-1783-44c7-8ca7-0f2d1de60334,29,1.310293,1.310937,38.007835,primary,,USD,completed,,2025-08-07,,
4551,10,1a42e64b-1180-4c20-8235-8cfeb7a42012,9f6578ec-1783-44c7-8ca7-0f2d1de60334,14,1.31096,1.311259,18.355533,primary,,USD,completed,,2025-09-18,,
4552,10,81547ac7-5cea-460b-ace9-a541eaa9232f,9f6578ec-1783-44c7-8ca7-0f2d1de60334,13,1.311282,1.311558,17.04846,primary,,USD,completed,,2025-11-28,,
4553,10,68a2f05b-9f09-4204-a91c-f7e84a732367,9f6578ec-1783-44c7-8ca7-0f2d1de60334,36,1.311581,1.312386,47.231406,primary,,USD,completed,,2025-05-08,,
4554,10,57dc7c60-1ddf-4723-bd8b-f49884dabf9d,9f6578ec-1783-44c7-8ca7-0f2d1de60334,15,1.312409,1.312731,19.68855,primary,,USD,completed,,2025-09-16,,
4555,10,d8909d34-db14-49b2-b4e3-cabdb23f806c,9f6578ec-1783-44c7-8ca7-0f2d1de60334,12,1.312754,1.313007,15.754566,primary,,USD,completed,,2025-01-10,,
4556,10,26f0ba81-9085-45d9-9bef-798afe4f9406,9f6578ec-1783-44c7-8ca7-0f2d1de60334,32,1.31303,1.313743,42.028368,primary,,USD,completed,,2025-04-13,,
4557,10,528086ed-a3a7-4476-862c-07a7223d0bf2,9f6578ec-1783-44c7-8ca7-0f2d1de60334,42,1.313766,1.314709,55.197975,primary,,USD,completed,,2025-01-01,,
4558,10,d1626ea4-cecc-43d0-a301-d8b6513c2d5e,9f6578ec-1783-44c7-8ca7-0f2d1de60334,15,1.314732,1.315054,19.723395,primary,,USD,completed,,2025-06-13,,
4559,10,b5263c1e-d565-4d46-a40a-51bf600831c4,9f6578ec-1783-44c7-8ca7-0f2d1de60334,16,1.315077,1.315422,21.043992,primary,,USD,completed,,2025-01-20,,
4560,10,be022a6a-f229-4cc6-b675-58070337d19e,9f6578ec-1783-44c7-8ca7-0f2d1de60334,47,1.315445,1.316503,61.850778,primary,,USD,completed,,2025-12-12,,
4561,10,45ba6a7e-e818-46b3-aae9-37afc76c21a2,9f6578ec-1783-44c7-8ca7-0f2d1de60334,38,1.316526,1.317377,50.044157,primary,,USD,completed,,2025-08-19,,
4562,10,babfccfa-29b8-46f9-826c-5e6acffba252,9f6578ec-1783-44c7-8ca7-0f2d1de60334,40,1.3174,1.318297,52.71394,primary,,USD,completed,,2025-05-22,,
4563,10,4ef2270d-5e22-4cfe-ae0f-5f7807b17109,9f6578ec-1783-44c7-8ca7-0f2d1de60334,30,1.31832,1.318987,39.559605,primary,,USD,completed,,2025-09-25,,
4564,10,14e29ff7-5a18-4af4-8f49-6611f0ff8862,9f6578ec-1783-44c7-8ca7-0f2d1de60334,6,1.31901,1.319125,7.914405,primary,,USD,completed,,2025-12-07,,
4565,10,dbcdfe3b-0069-4825-9fb2-6a194909942a,9f6578ec-1783-44c7-8ca7-0f2d1de60334,9,1.319148,1.319332,11.87316,primary,,USD,completed,,2025-01-12,,
4566,10,1c2f35e1-02e7-44e4-8ac8-526c70536efe,9f6578ec-1783-44c7-8ca7-0f2d1de60334,46,1.319355,1.32039,60.714135,primary,,USD,completed,,2025-07-28,,
4567,10,083db254-f33f-4f72-894b-4f18894155df,9f6578ec-1783-44c7-8ca7-0f2d1de60334,30,1.320413,1.32108,39.622395,primary,,USD,completed,,2025-05-31,,
4568,10,1b0cde81-86c1-46b2-88c7-f9fc8d6155c3,9f6578ec-1783-44c7-8ca7-0f2d1de60334,38,1.321103,1.321954,50.218083,primary,,USD,completed,,2025-12-08,,
4569,10,597c2ef2-4e8d-487a-827b-ae742f38eada,9f6578ec-1783-44c7-8ca7-0f2d1de60334,40,1.321977,1.322874,52.89702,primary,,USD,completed,,2025-04-18,,
4570,10,1e6966a1-df9e-48a5-b6da-5c18d02af6f4,9f6578ec-1783-44c7-8ca7-0f2d1de60334,2,1.322897,1.32292,2.645817,primary,,USD,completed,,2025-10-03,,
4571,10,2dfc5e92-68d9-42c6-8d58-335231ab40f8,9f6578ec-1783-44c7-8ca7-0f2d1de60334,10,1.322943,1.32315,13.230465,primary,,USD,completed,,2025-05-25,,
4572,10,7cc84e10-35d8-48ab-966f-e5dd52d4b7ad,9f6578ec-1783-44c7-8ca7-0f2d1de60334,48,1.323173,1.324254,63.538248,primary,,USD,completed,,2025-02-12,,
4573,10,8ad7a8e6-593d-4c04-bf1c-cf70f8e2ae20,9f6578ec-1783-44c7-8ca7-0f2d1de60334,23,1.324277,1.324783,30.46419,primary,,USD,completed,,2025-11-08,,
4574,10,d544875f-6fef-4885-88df-7620bafc2ea4,9f6578ec-1783-44c7-8ca7-0f2d1de60334,33,1.324806,1.325542,43.730742,primary,,USD,completed,,2025-07-08,,
4575,10,cdbd8abe-54ee-460f-84b9-328b868fa8b3,9f6578ec-1783-44c7-8ca7-0f2d1de60334,34,1.325565,1.326324,45.082113,primary,,USD,completed,,2025-05-03,,
4576,10,b9b8b396-fc49-480a-a3ff-473a6656ab0e,9f6578ec-1783-44c7-8ca7-0f2d1de60334,25,1.326347,1.326899,33.165575,primary,,USD,completed,,2025-07-04,,
4577,10,a6530efb-52de-4ba1-8276-ffe383b59985,9f6578ec-1783-44c7-8ca7-0f2d1de60334,39,1.326922,1.327796,51.767001,primary,,USD,completed,,2025-08-15,,
4578,10,98b140e5-55f0-4fd8-88e2-367b5e445d93,9f6578ec-1783-44c7-8ca7-0f2d1de60334,37,1.327819,1.328647,49.144621,primary,,USD,completed,,2025-06-22,,
4579,10,28dbe6f5-4285-4d1a-8f19-3e4042cba77e,9f6578ec-1783-44c7-8ca7-0f2d1de60334,22,1.32867,1.329153,29.236053,primary,,USD,completed,,2025-03-17,,
4580,10,cb42e00a-1779-435b-b236-a2939d8aa828,9f6578ec-1783-44c7-8ca7-0f2d1de60334,14,1.329176,1.329475,18.610557,primary,,USD,completed,,2025-07-25,,
4581,10,2065ac3d-24d7-4b41-8c76-b9d023979cda,9f6578ec-1783-44c7-8ca7-0f2d1de60334,44,1.329498,1.330487,58.51967,primary,,USD,completed,,2025-01-20,,
4582,10,2cb70dec-0284-41a0-81b5-6a6583eabac6,9f6578ec-1783-44c7-8ca7-0f2d1de60334,23,1.33051,1.331016,30.607549,primary,,USD,completed,,2025-03-11,,
4583,10,d21518c3-bd5f-44d4-a03b-7572c2c7440e,9f6578ec-1783-44c7-8ca7-0f2d1de60334,9,1.331039,1.331223,11.980179,primary,,USD,completed,,2025-05-06,,
4584,10,37cbbc1d-56a2-41fa-977d-ef6b7c0c676b,9f6578ec-1783-44c7-8ca7-0f2d1de60334,8,1.331246,1.331407,10.650612,primary,,USD,completed,,2025-08-02,,
4585,10,4cd53b33-3aa8-445b-8b77-7562ae0a6f5a,9f6578ec-1783-44c7-8ca7-0f2d1de60334,24,1.33143,1.331959,31.960668,primary,,USD,completed,,2025-11-17,,
4586,10,5e7c1acd-b338-4674-bbbb-b57256567efb,9f6578ec-1783-44c7-8ca7-0f2d1de60334,43,1.331982,1.332948,57.295995,primary,,USD,completed,,2025-05-31,,
4587,10,c0ce66a4-51ce-4d73-a990-7c8fe4d3b7bb,9f6578ec-1783-44c7-8ca7-0f2d1de60334,25,1.332971,1.333523,33.331175,primary,,USD,completed,,2025-08-13,,
4588,10,f116ba4c-b2af-41d7-94d3-e0926878e91a,9f6578ec-1783-44c7-8ca7-0f2d1de60334,33,1.333546,1.334282,44.019162,primary,,USD,completed,,2025-03-15,,
4589,10,5f858013-a37b-4d9e-9dd7-051c839aa3cd,9f6578ec-1783-44c7-8ca7-0f2d1de60334,48,1.334305,1.335386,64.072584,primary,,USD,completed,,2025-07-22,,
4590,10,85d3ba85-95bf-4806-a33d-b3a46ba6c9af,9f6578ec-1783-44c7-8ca7-0f2d1de60334,1,1.335409,1.335409,1.335409,primary,,USD,completed,,2025-03-02,,
4591,10,d586d9c0-92ca-4cdc-87a1-9481d2d9387c,9f6578ec-1783-44c7-8ca7-0f2d1de60334,47,1.335432,1.33649,62.790167,primary,,USD,completed,,2025-11-25,,
4592,10,a7de47cd-3d86-4746-9730-b02a2d98d4d6,9f6578ec-1783-44c7-8ca7-0f2d1de60334,35,1.336513,1.337295,46.79164,primary,,USD,completed,,2025-09-23,,
4593,10,c0bc47ec-578c-49b5-bd37-a610cce8b62b,9f6578ec-1783-44c7-8ca7-0f2d1de60334,19,1.337318,1.337732,25.412975,primary,,USD,completed,,2025-03-22,,
4594,10,9a968453-d73d-4430-9ad9-6e6aeb0d622b,9f6578ec-1783-44c7-8ca7-0f2d1de60334,21,1.337755,1.338215,28.097685,primary,,USD,completed,,2025-04-20,,
4595,10,16deb74f-563e-493d-863d-8e2914dbe25c,9f6578ec-1783-44c7-8ca7-0f2d1de60334,9,1.338238,1.338422,12.04497,primary,,USD,completed,,2025-12-31,,
4596,10,33031812-1c7d-4545-99a8-256aab5e028f,9f6578ec-1783-44c7-8ca7-0f2d1de60334,20,1.338445,1.338882,26.77327,primary,,USD,completed,,2025-08-28,,
4597,10,b0a3925f-fe13-4906-930f-588da770385e,9f6578ec-1783-44c7-8ca7-0f2d1de60334,26,1.338905,1.33948,34.819005,primary,,USD,completed,,2025-11-20,,
4598,10,662a5fc8-4cd4-4c42-8295-f1038879cd7c,9f6578ec-1783-44c7-8ca7-0f2d1de60334,1,1.339503,1.339503,1.339503,primary,,USD,completed,,2025-01-29,,
4599,10,cda44e40-2961-4cce-9075-cd61953a5bd6,9f6578ec-1783-44c7-8ca7-0f2d1de60334,11,1.339526,1.339756,14.736051,primary,,USD,completed,,2025-05-29,,
4600,10,a948aa12-5f27-42ea-9080-68285119751f,9f6578ec-1783-44c7-8ca7-0f2d1de60334,38,1.339779,1.34063,50.927771,primary,,USD,completed,,2025-10-16,,
4601,10,060a6ef2-af68-4b90-b91d-a5a183090b04,9f6578ec-1783-44c7-8ca7-0f2d1de60334,16,1.340653,1.340998,21.453208,primary,,USD,completed,,2025-04-18,,
4602,10,94ef3bcb-df2e-4d91-b7ea-ac89a5330cfe,9f6578ec-1783-44c7-8ca7-0f2d1de60334,26,1.341021,1.341596,34.874021,primary,,USD,completed,,2025-11-10,,
4603,10,cc9a7597-b0a9-4dab-aa8e-ace04965a989,9f6578ec-1783-44c7-8ca7-0f2d1de60334,12,1.341619,1.341872,16.100946,primary,,USD,completed,,2025-11-28,,
4604,10,55bba4d2-1c91-4bfd-ad91-b9d20817659f,9f6578ec-1783-44c7-8ca7-0f2d1de60334,34,1.341895,1.342654,45.637333,primary,,USD,completed,,2025-11-28,,
4605,10,7d3b1209-b9ff-44bf-ae9e-e12033d4c2d6,9f6578ec-1783-44c7-8ca7-0f2d1de60334,3,1.342677,1.342723,4.0281,primary,,USD,completed,,2025-09-28,,
4606,10,98fb19bb-5ebb-4034-8372-c9381b5eb8c3,9f6578ec-1783-44c7-8ca7-0f2d1de60334,1,1.342746,1.342746,1.342746,primary,,USD,completed,,2025-12-25,,
4607,10,70ff30c0-de15-4b5c-b908-f62c9b1b774e,9f6578ec-1783-44c7-8ca7-0f2d1de60334,32,1.342769,1.343482,42.980016,primary,,USD,completed,,2025-02-10,,
4608,10,7fd322c0-2b37-4dfb-849e-5c03c3464f5f,9f6578ec-1783-44c7-8ca7-0f2d1de60334,7,1.343505,1.343643,9.405018,primary,,USD,completed,,2025-05-05,,
4609,10,cfb775f6-fe1f-4c82-bb4b-2a11f4ae8d11,9f6578ec-1783-44c7-8ca7-0f2d1de60334,6,1.343666,1.343781,8.062341,primary,,USD,completed,,2025-02-06,,
4610,10,4603cf98-0d17-4c95-87da-886dad16512a,9f6578ec-1783-44c7-8ca7-0f2d1de60334,33,1.343804,1.34454,44.357676,primary,,USD,completed,,2025-04-18,,
4611,10,e3973156-ae85-4fa4-9dc7-c69965a22600,9f6578ec-1783-44c7-8ca7-0f2d1de60334,27,1.344563,1.345161,36.311274,primary,,USD,completed,,2025-01-14,,
4612,10,50be6668-a09f-4d2f-afad-27ad62c20559,9f6578ec-1783-44c7-8ca7-0f2d1de60334,31,1.345184,1.345874,41.711399,primary,,USD,completed,,2025-08-23,,
4613,10,7907936b-67df-4caa-a67a-c093a76157fa,9f6578ec-1783-44c7-8ca7-0f2d1de60334,8,1.345897,1.346058,10.76782,primary,,USD,completed,,2025-08-07,,
4614,10,c0ce66a4-51ce-4d73-a990-7c8fe4d3b7bb,9f6578ec-1783-44c7-8ca7-0f2d1de60334,21,1.346081,1.346541,28.272531,primary,,USD,completed,,2025-06-09,,
4615,10,a3a07f61-b637-46de-9986-f5136dcdad31,9f6578ec-1783-44c7-8ca7-0f2d1de60334,29,1.346564,1.347208,39.059694,primary,,USD,completed,,2025-01-14,,
4616,10,bdb30ec9-732c-4efc-9d96-d3a409c11737,9f6578ec-1783-44c7-8ca7-0f2d1de60334,44,1.347231,1.34822,59.299922,primary,,USD,completed,,2025-04-10,,
