issuer_id,wallet_provisioned,wallet_address,wallet_email_sent,dashboard_redirect,oauth_verified_min2,verified_at,created_at,updated_at,metadata
9d3d09cc-ad5c-4393-a52a-277b0ab09a51,False,0x5ee9e2bfb82d405a999b6be13262fe6e,True,True,False,2025-06-12,2025-11-15,,
c35f70a7-c914-4b4e-b39f-2c0dcd4f866b,False,0x11b3792f02ac4b3c926319fd5195f69d,True,True,False,2025-05-10,2025-12-23,,
3e311d37-15bc-468f-97c9-51f28b384186,True,0xed02ab918d2d4371b043d7593cb3b23e,True,True,False,2025-05-07,2025-07-07,,
5b591b96-4827-4163-bc27-2b31e359d1ad,True,0x84c59a163b124a5a8cbd93bea8c41670,True,True,False,2025-04-29,2025-01-09,,
a4f80dec-987e-41e8-947c-eba0413ac7ca,True,0x39b02112abb846759478557616a57e4d,True,True,True,2025-07-11,2025-03-12,,
7d7a8186-459f-496e-b25c-18354848c55f,True,0x4fbb8e81d7704db59ad52f3fb7b9d220,True,True,True,2025-01-23,2025-10-27,,
01495a2f-3850-43aa-8937-8d8ca1167105,True,0x8afaf131094e483b9ef44a2d99e5776f,True,True,True,2025-06-25,2025-10-30,,
3cb14a19-2221-482d-a023-932690792fd9,True,0x012b3784c5234cbbaf0e3fff78167061,True,True,False,2025-05-06,2025-06-07,,
9e4943e8-08ab-4a0e-9dcd-a8a75a585318,False,0x2e4f5eee636b4d4aa04d634879443471,True,True,True,2025-06-14,2025-09-08,,
97ae6009-e65d-40fa-b2b8-0d2933c0929d,True,0xecb4b4de0bba4473a3d920c174d5aef2,True,True,True,2025-01-27,2025-04-07,,
89a883c6-3a3c-42c6-8083-4e72363b70e3,True,0x8a169f6bee76441a90d60d6886f00596,True,True,True,2025-02-28,2025-08-22,,
fb43383e-c321-451b-94e9-81b753e9894f,False,0x5a357ea8da184d95bd10d9c36cdd2343,True,True,False,2025-03-04,2025-04-19,,
362c067c-1114-4c3e-b882-476ca61a1839,False,0xbefc9681ec8e40b0b9542de26f37ce72,True,True,False,2025-09-10,2025-02-24,,
dbe2496d-68c2-44f3-b8b1-4c2c1cad8806,False,0x3100c4ee8e1d49cba3eab7da2fe1e483,True,True,False,2025-09-13,2025-11-07,,
f8659be1-f3a4-4c4f-aad0-77500f981959,True,0x8d6f8871b61e440d936d08c03b786ab5,True,True,False,2025-02-24,2025-10-01,,
466e1576-1877-49bf-9cab-254677d27035,True,0xf40af30a344b43638ad27d97367e6547,True,True,False,2025-03-09,2026-01-01,,
